peak_id	comparison	SqDiff
MM1_HSA_HepG2_ETV4	GABPA	0.013800211746998995
MM1_HSA_HepG2_ETV4	SP5	0.00555680982767978
MM1_HSA_HepG2_FOS	JUND	0.023592664930555552
MM1_HSA_HepG2_FOS	FOXA3	0.008766645071898106
MM1_HSA_HepG2_FOS	HMG20A	0.012410413115232067
MM1_HSA_HepG2_FOSL2	FOSL2	0.002337830187551899
MM1_HSA_HepG2_FOSL2	JUND	0.018376443972942937
MM1_HSA_HepG2_FOSL2	FOS	0.024861460603859353
MM1_HSA_HepG2_FOSL2	FOXA3	0.028239966585492087
MM1_HSA_HepG2_FOSL2	HMG20A	0.017548088326986178
MM1_HSA_HepG2_FOXA2	FOXA2	0.013907846258512465
MM1_HSA_HepG2_FOXA2	FOXA3	0.031674850895078946
MM1_HSA_HepG2_FOXA2	BCL6	0.015323885887964748
MM1_HSA_HepG2_FOXA2	HMG20A	0.026986651881296415
MM1_HSA_HepG2_FOXA2	SOX5	0.014611029172038006
MM1_HSA_HepG2_FOXA3	FOXA3	0.004066728113192947
MM1_HSA_HepG2_FOXA3	HMG20A	0.107960922731569
MM1_HSA_HepG2_GABPA	GABPA	0.009374659855456696
MM1_HSA_HepG2_GABPA	ELF1	0.016349910787079456
MM1_HSA_HepG2_GABPA	ETV4	0.036680089600218874
MM1_HSA_HepG2_GABPA	SP5	0.011715945975468932
MM1_HSA_HepG2_GABPA	ELF3	0.01591659772600036
MM1_HSA_HepG2_GMEB2	GMEB2	0.016649323621227886
MM1_HSA_HepG2_GMEB2	CREM	0.016649323621227886
MM1_HSA_HepG2_GMEB2	CREB1	0.007785467128027683
MM1_HSA_HepG2_GMEB2	ATF7	0.0026886145404663923
MM1_HSA_HepG2_HES1	HES1	4.84224248902504e-4
MM1_HSA_HepG2_HES1	BHLHE40	0.0016797285234194522
MM1_HSA_HepG2_HES1	MAX	0.005857263947850953
MM1_HSA_HepG2_HES1	USF1	0.004900000000000001
MM1_HSA_HepG2_HES1	USF2	0.006032613818456027
MM1_HSA_HepG2_HLF	HLF	0.0028701026081769465
MM1_HSA_HepG2_HLF	CEBPA	0.053628847660680885
MM1_HSA_HepG2_HLF	CEBPB	0.050183252747916234
MM1_HSA_HepG2_HLF	NFIL3	0.08457453723133124
MM1_HSA_HepG2_HLF	CEBPG	0.12843413664059727
MM1_HSA_HepG2_HMG20A	HMG20A	0.012419039778784375
MM1_HSA_HepG2_HMG20A	FOXA3	0.03621886322114356
MM1_HSA_HepG2_HMG20A	BCL6	0.0333945808545413
MM1_HSA_HepG2_HMG20A	SOX5	0.019733881220958482
MM1_HSA_HepG2_HMG20A	FOXA2	0.020137187743889246
MM1_HSA_HepG2_HNF1A	HNF1A	5.407870632336135e-4
MM1_HSA_HepG2_HNF4A	HNF4A	0.01071723151118852
MM1_HSA_HepG2_HNF4A	HNF4G	0.031701866783489185
MM1_HSA_HepG2_HNF4A	PPARG	0.026087937461824896
MM1_HSA_HepG2_HNF4A	FOXA3	0.009748238579658236
MM1_HSA_HepG2_HNF4A	NR2F1	0.013139575054175172
MM1_HSA_HepG2_HNF4G	HNF4G	0.011209412828735955
MM1_HSA_HepG2_HNF4G	HNF4A	0.017944623004805326
MM1_HSA_HepG2_HNF4G	PPARG	0.03398073904604978
MM1_HSA_HepG2_HNF4G	NR2F1	0.018682868008351644
MM1_HSA_HepG2_HNF4G	NR2F6	0.02158845992711817
MM1_HSA_HepG2_JUN	JUN	0.23408633364367662
MM1_HSA_HepG2_JUN	ATF7	0.24805044497048057
MM1_HSA_HepG2_JUN	ATF2	0.16179813456454425
MM1_HSA_HepG2_JUN	JUND	0.0038209649840330985
MM1_HSA_HepG2_JUN	CEBPB	0.05761150887078881
MM1_HSA_HepG2_JUND	JUND	0.2521680627517033
MM1_HSA_HepG2_JUND	ATF7	0.38379958212186965
MM1_HSA_HepG2_JUND	ATF2	0.27440263487729355
MM1_HSA_HepG2_JUND	JUN	0.12353823554745041
MM1_HSA_HepG2_JUND	FOSL2	0.4347268260306841
MM1_HSA_HepG2_MAFF	MAFF	0.029960939544864836
MM1_HSA_HepG2_MAFF	MAFK	0.037152620758517406
MM1_HSA_HepG2_MAFF	BACH1	0.03353301186568407
MM1_HSA_HepG2_MAFF	NFE2L2	0.0323830186539937
MM1_HSA_HepG2_MAFK	MAFK	0.0012447096638876622
MM1_HSA_HepG2_MAFK	MAFF	0.0030314195856981354
MM1_HSA_HepG2_MAFK	NFE2L2	0.05280802462656601
MM1_HSA_HepG2_MAFK	BACH1	0.04545871847686992
MM1_HSA_HepG2_MAX	MAX	9.182504088536966e-4
MM1_HSA_HepG2_MAX	USF1	0.004476485781326833
MM1_HSA_HepG2_MAX	MXI1	0.0244974519742986
MM1_HSA_HepG2_MAX	USF2	0.011926083789813455
MM1_HSA_HepG2_MAX	MYC	0.021724722794107726
MM1_HSA_HepG2_MAZ	MAZ	0.0044444444444444444
MM1_HSA_HepG2_MAZ	SP5	0.0044444444444444444
MM1_HSA_HepG2_MAZ	CTCF	0.012009757928316756
MM1_HSA_HepG2_MNT	MNT	3.544100237192088e-4
MM1_HSA_HepG2_MNT	MAX	0.10575827315843367
MM1_HSA_HepG2_MNT	MXI1	0.08291812160209398
MM1_HSA_HepG2_MNT	USF1	0.10431754836032134
MM1_HSA_HepG2_MNT	USF2	0.07885612270035992
MM1_HSA_HepG2_MXI1	MXI1	0.010280011582533798
MM1_HSA_HepG2_MXI1	MAX	0.022273850419527338
MM1_HSA_HepG2_MXI1	USF1	0.009852514411258749
MM1_HSA_HepG2_MXI1	USF2	0.01586084572333088
MM1_HSA_HepG2_MXI1	MNT	0.0021137334558751714
MM1_HSA_HepG2_MYC	MYC	0.0018769487907705953
MM1_HSA_HepG2_MYC	MAX	0.007502015004030008
MM1_HSA_HepG2_MYC	USF1	1.1392499943558684e-5
MM1_HSA_HepG2_MYC	MXI1	0.00471280679063094
MM1_HSA_HepG2_MYC	USF2	0.004766841434318282
MM1_HSA_HepG2_NFE2L2	NFE2L2	0.008374697578761815
MM1_HSA_HepG2_NFE2L2	BACH1	0.030368230547884484
MM1_HSA_HepG2_NFE2L2	MAFK	0.01662183683220102
MM1_HSA_HepG2_NFE2L2	MAFF	0.011414491122470878
MM1_HSA_HepG2_NFE2L2	FOSL2	0.06142980077234158
MM1_HSA_HepG2_NFIA	NFIA	9.238228918931552e-5
MM1_HSA_HepG2_NFIA	FOXA3	0.010418558787217678
MM1_HSA_HepG2_NFIA	HNF4A	0.01622314702901487
MM1_HSA_HepG2_NFIA	NFIC	0.013058155330977777
MM1_HSA_HepG2_NFIL3	NFIL3	0.034873356580145676
MM1_HSA_HepG2_NFIL3	HLF	0.07569754466648913
MM1_HSA_HepG2_NFIL3	CEBPG	0.16391632373113857
MM1_HSA_HepG2_NFIL3	CEBPB	0.02301984958462855
MM1_HSA_HepG2_NFIL3	CEBPA	0.0013741481308105895
MM1_HSA_HepG2_NFYC	NFYC	0.001279392953823346
MM1_HSA_HepG2_NFYC	SP5	0.07852900839455183
MM1_HSA_HepG2_NFYC	USF1	0.04077977395253827
MM1_HSA_HepG2_NFYC	USF2	0.036682620541547174
MM1_HSA_HepG2_NFYC	ELF1	0.07191740329061469
MM1_HSA_HepG2_NR2F1	NR2F1	9.228691670018337e-4
MM1_HSA_HepG2_NR2F1	NR2F6	0.004603066322968039
MM1_HSA_HepG2_NR2F1	RARA	0.054685659210271645
MM1_HSA_HepG2_NR2F1	NR2F2	0.01535522942543848
MM1_HSA_HepG2_NR2F1	RXRA	0.023642877016860343
MM1_HSA_HepG2_NR2F2	RXRA	0.0169942069712841
MM1_HSA_HepG2_NR2F2	PPARG	0.022357112056406975
MM1_HSA_HepG2_NR2F6	NR2F6	0.006147050414929678
MM1_HSA_HepG2_NR2F6	NR2F1	0.01395982183575247
MM1_HSA_HepG2_NR2F6	NR2F2	0.009015849353269254
MM1_HSA_HepG2_NR2F6	RXRA	0.010363342693169566
MM1_HSA_HepG2_NR2F6	HNF4A	0.01453733607891639
MM1_HSA_HepG2_NRF1	NRF1	0.0015243860730194904
MM1_HSA_HepG2_NRF1	SP5	0.032042889706580875
MM1_HSA_HepG2_NRF1	MAZ	0.05400191645354681
MM1_HSA_HepG2_NRF1	ELF1	0.06338876487485452
MM1_HSA_HepG2_NRF1	GABPA	0.06086845330065533
MM1_HSA_HepG2_PBX2	PBX2	4.280252295112278e-4
MM1_HSA_HepG2_PBX2	NFYC	0.007091667366396995
MM1_HSA_HepG2_PBX2	SP5	0.016681445652085868
MM1_HSA_HepG2_PPARG	PPARG	0.003009693851551557
MM1_HSA_HepG2_PPARG	HNF4A	0.016468061884374125
MM1_HSA_HepG2_PPARG	HNF4G	0.029576023957121556
MM1_HSA_HepG2_PPARG	RARA	0.018563992854184273
MM1_HSA_HepG2_PPARG	FOXA3	0.005778622520953205
MM1_HSA_HepG2_REST	REST	2.555549825301715e-4
MM1_HSA_HepG2_REST	CTCF	0.06774895320889435
MM1_HSA_HepG2_RFX1	RFX1	0.015705877928586652
MM1_HSA_HepG2_RFX1	RFX3	0.023165897414016205
MM1_HSA_HepG2_RFX1	RFX5	0.006895997046756189
MM1_HSA_HepG2_RFX1	SP5	0.09182736455463729
MM1_HSA_HepG2_RFX1	ELF1	0.08560447107837216
MM1_HSA_HepG2_RFX3	RFX3	0.007058734643291498
MM1_HSA_HepG2_RFX3	RFX1	0.030483876246382654
MM1_HSA_HepG2_RFX3	RFX5	0.031052867469973208
MM1_HSA_HepG2_RFX3	SP5	0.04304750244144184
MM1_HSA_HepG2_RFX3	ELF1	0.14641781108802146
MM1_HSA_HepG2_RFX5	RFX5	0.012483911583675601
MM1_HSA_HepG2_RFX5	RFX1	0.05788017513583831
MM1_HSA_HepG2_RFX5	RFX3	0.08111783590441643
MM1_HSA_HepG2_RXRA	RXRA	0.008976763520668379
MM1_HSA_HepG2_RXRA	NR2F1	0.01829786000117659
MM1_HSA_HepG2_RXRA	NR2F6	0.035453432547778774
MM1_HSA_HepG2_RXRA	HNF4A	0.0341259838152783
MM1_HSA_HepG2_RXRA	NR2F2	0.04688349688149379
MM1_HSA_HepG2_SOX5	SOX5	0.005246548323471401
MM1_HSA_HepG2_SOX5	HMG20A	0.029430084085954544
MM1_HSA_HepG2_SOX5	FOXA3	0.014849999999999995
MM1_HSA_HepG2_SOX5	BCL6	0.03276761562676999
MM1_HSA_HepG2_SOX5	FOXA2	0.03627551020408165
MM1_HSA_HepG2_SP2	SP2	0.0025854639471416265
MM1_HSA_HepG2_SP2	SP5	0.0025854639471416265
MM1_HSA_HepG2_SP5	SP5	0.0015778365655856558
MM1_HSA_HepG2_SP5	MAZ	0.06555752190675407
MM1_HSA_HepG2_SP5	ELF1	0.04311903707010302
MM1_HSA_HepG2_SP5	ELF3	0.005092627973282334
MM1_HSA_HepG2_SP5	FOXA3	0.04781469954502227
MM1_HSA_HepG2_SRF	SRF	3.5994386457883376e-4
MM1_HSA_HepG2_TCF7	TCF7	0.005984244251573125
MM1_HSA_HepG2_TFAP4	TFAP4	6.512234470288233e-4
MM1_HSA_HepG2_USF1	USF1	0.007328181707028651
MM1_HSA_HepG2_USF1	USF2	0.022271177110471663
MM1_HSA_HepG2_USF1	BHLHE40	0.021534235215199014
MM1_HSA_HepG2_USF1	TFE3	0.022084779014091168
MM1_HSA_HepG2_USF1	MAX	0.05107286115487132
MM1_HSA_HepG2_USF2	USF2	0.001311597426627093
MM1_HSA_HepG2_USF2	USF1	0.0037557644381688796
MM1_HSA_HepG2_USF2	BHLHE40	0.007067386029006545
MM1_HSA_HepG2_USF2	ATF3	0.023027194241776856
MM1_HSA_HepG2_USF2	MAX	0.0214296845658859
MM1_HSA_HepG2_YY1	YY1	0.011964950717326105
MM1_HSA_HepG2_YY1	TAF1	0.07612363447064453
MM1_HSA_HepG2_YY1	SP5	0.0514401105324689
MM1_HSA_HepG2_YY1	ELF1	0.018340130943436714
MM1_HSA_HepG2_YY1	CTCF	0.005324792571926122
MM1_HSA_HepG2_ZBTB33	ZBTB33	3.0215353223758543e-4
MM1_HSA_HepG2_ZBTB33	SP5	0.012051744813765683
MM1_HSA_HepG2_ZBTB33	ELF1	0.001423104773819414
MM1_HSA_HepG2_ZBTB33	GABPA	0.010245820503214764
MM1_HSA_HepG2_ZBTB33	YY1	0.011781132457795622
MM1_HSA_HepG2_ZBTB40	ZBTB40	2.9824058094498416e-6
MM1_HSA_HepG2_ZFP36	ZFP36	0.002178477243051924
MM1_HSA_HepG2_ZFP64	ZFP64	7.186306047774502e-5
MM1_HSA_HepG2_ZFP64	HNF4A	0.01968973207096643
MM1_HSA_HepG2_ZFP64	CTCF	0.019460968229111888
MM1_HSA_HepG2_ZFP64	SP5	0.01962440415878865
MM1_HSA_HepG2_ZFP64	FOXA3	0.02415166791128543
MM1_HSA_HepG2_ZKSCAN1	ZKSCAN1	5.51754674245777e-4
MM1_HSA_HepG2_ZMYM3	ZMYM3	0.002906143805064517
MM1_HSA_HepG2_ZMYM3	CEBPA	0.06349133040509344
MM1_HSA_HepG2_ZMYM3	CEBPG	0.048278919029365534
MM1_HSA_HepG2_ZMYM3	SOX5	0.04043733821955606
MM1_HSA_HepG2_ZMYM3	CEBPB	0.055512362568046356
MM1_HSA_HepG2_ZNF143	ZNF143	0.002594450985174174
MM1_HSA_HepG2_ZNF143	CTCF	0.04938212872359037
MM1_HSA_HepG2_ZNF143	SP5	0.00985765306122449
MM1_HSA_HepG2_ZNF143	ELF1	0.003949609304322228
MM1_HSA_HepG2_ZNF143	GABPA	0.00850400005817333
MM1_HSA_HepG2_ZNF24	ZNF24	4.344954231827188e-5
MM1_HSA_HepG2_ZNF652	ZNF652	5.642170686194512e-4
MM1_HSA_HUES64_CDX2	CDX2	2.801404910803963e-4
MM1_HSA_HUES64_FOXA1	FOXA1	0.0013771611521887488
MM1_HSA_HUES64_FOXA1	FOXA2	0.005350887335496687
MM1_HSA_HUES64_FOXA2	FOXA2	0.004186123553342713
MM1_HSA_HUES64_FOXA2	FOXA1	0.00847206503296801
MM1_HSA_HUES64_GATA4	GATA4	1.3838740812597975e-4
MM1_HSA_HUES64_KLF5	KLF5	1.010699903675463e-5
MM1_HSA_HUES64_POU5F1	POU5F1	0.0018839429554799645
MM1_HSA_HUES64_PRDM1	PRDM1	8.018367429035202e-5
MM1_HSA_HUES64_SOX17	SOX17	0.0019245982990378295
MM1_HSA_HUES64_TCF7L2	TCF7L2	2.1031469959080235e-4
MM1_HSA_IMR-90_BHLHE40	BHLHE40	0.005891763426965832
MM1_HSA_IMR-90_BHLHE40	USF2	0.0390097021352998
MM1_HSA_IMR-90_BHLHE40	MAZ	0.10841616752787957
MM1_HSA_IMR-90_BHLHE40	FOS	0.011592143356948584
MM1_HSA_IMR-90_BHLHE40	CTCF	0.017632360511945663
MM1_HSA_IMR-90_CEBPB	CEBPB	8.05459278994158e-5
MM1_HSA_IMR-90_CEBPB	FOS	0.16317201658773323
MM1_HSA_IMR-90_CEBPB	CTCF	0.29883367422051144
MM1_HSA_IMR-90_CEBPB	NFE2L2	0.07214930285170146
MM1_HSA_IMR-90_CEBPB	MAFK	0.019613217267553596
MM1_HSA_IMR-90_CTCF	CTCF	2.625764507572014e-4
MM1_HSA_IMR-90_CTCF	MAZ	0.048012020420450684
MM1_HSA_IMR-90_CTCF	USF2	0.008372756423265333
MM1_HSA_IMR-90_CTCF	CEBPB	0.0028666225546052854
MM1_HSA_IMR-90_CTCF	MAFK	0.010357888038942083
MM1_HSA_IMR-90_FOS	FOS	0.001796766598011768
MM1_HSA_IMR-90_FOS	NFE2L2	0.03967916307441115
MM1_HSA_IMR-90_FOS	MAFK	0.054680788218084246
MM1_HSA_IMR-90_FOS	CEBPB	0.003913495185364173
MM1_HSA_IMR-90_FOS	USF2	0.024644316340097623
MM1_HSA_IMR-90_MAFK	MAFK	7.088533772982877e-4
MM1_HSA_IMR-90_MAFK	NFE2L2	0.041419559263386654
MM1_HSA_IMR-90_MAFK	FOS	0.06744160790121036
MM1_HSA_IMR-90_MAZ	CTCF	0.0026905972944849116
MM1_HSA_IMR-90_MAZ	FOS	0.016555498371966227
MM1_HSA_IMR-90_MXI1	MXI1	0.003858793524313705
MM1_HSA_IMR-90_MXI1	USF2	0.027934368176031784
MM1_HSA_IMR-90_MXI1	FOS	0.002590679761055067
MM1_HSA_IMR-90_MXI1	BHLHE40	0.0017128226011963034
MM1_HSA_IMR-90_MXI1	CTCF	0.02344230299742077
MM1_HSA_IMR-90_NFE2L2	NFE2L2	4.4049332312888e-4
MM1_HSA_IMR-90_NFE2L2	MAFK	0.00819542649918069
MM1_HSA_IMR-90_NFE2L2	FOS	0.10203348773979085
MM1_HSA_IMR-90_NFE2L2	MAZ	0.10683399118754153
MM1_HSA_IMR-90_RFX5	RFX5	5.974449260043793e-5
MM1_HSA_IMR-90_USF2	USF2	0.006491375974644787
MM1_HSA_IMR-90_USF2	BHLHE40	0.04793092657153286
MM1_HSA_IMR-90_USF2	FOS	0.014658895613385828
MM1_HSA_IMR-90_USF2	MXI1	0.07437718957578247
MM1_HSA_IMR-90_USF2	MAZ	0.14174152078873903
MM1_HSA_K562_AFF1	AFF1	0.008521041414734023
MM1_HSA_K562_AFF1	ZNF184	0.11065389386879664
MM1_HSA_K562_ARID3A	ARID3A	0.002743764172335601
MM1_HSA_K562_ARID3A	CTCF	0.002743764172335601
MM1_HSA_K562_ATF1	ATF1	0.001717376255227174
MM1_HSA_K562_ATF1	ATF7	0.0031945723898655328
MM1_HSA_K562_ATF1	ATF2	0.016431258602893715
MM1_HSA_K562_ATF1	CREB1	0.019083560759374327
MM1_HSA_K562_ATF1	CREM	0.010854779740682349
MM1_HSA_K562_ATF2	ATF2	1.8013527658570326e-4
MM1_HSA_K562_ATF2	ATF7	0.0015090213117034497
MM1_HSA_K562_ATF2	ATF1	0.014124125407701206
MM1_HSA_K562_ATF2	ATF4	0.036189047846590466
MM1_HSA_K562_ATF2	CREB1	0.02804185912918364
MM1_HSA_K562_ATF3	ATF3	0.1393054068615889
MM1_HSA_K562_ATF3	JUND	0.21209040102657897
MM1_HSA_K562_ATF3	FOS	0.11647638951909718
MM1_HSA_K562_ATF3	FOSL1	0.19504510213575452
MM1_HSA_K562_ATF3	JUN	0.12000085062466272
MM1_HSA_K562_ATF4	ATF4	0.0016620359596868466
MM1_HSA_K562_ATF4	CEBPB	0.026492697225917922
MM1_HSA_K562_ATF4	ATF7	0.004752816717342679
MM1_HSA_K562_ATF4	ATF2	0.007651880435742004
MM1_HSA_K562_ATF4	ATF3	0.02067012415077845
MM1_HSA_K562_ATF7	ATF7	0.01156171642275407
MM1_HSA_K562_ATF7	ATF2	0.013424860342788936
MM1_HSA_K562_ATF7	ATF1	0.030478350253949963
MM1_HSA_K562_ATF7	ATF4	0.026290328633854713
MM1_HSA_K562_ATF7	CREB1	0.05066669575696279
MM1_HSA_K562_BHLHE40	BHLHE40	9.141951135467168e-4
MM1_HSA_K562_BHLHE40	USF1	0.004420742223640233
MM1_HSA_K562_BHLHE40	MAX	0.0119831195775352
MM1_HSA_K562_BHLHE40	USF2	0.0386607538031473
MM1_HSA_K562_BHLHE40	MNT	0.06226344420460397
MM1_HSA_K562_C11orf30	C11orf30	0.007854389651803254
MM1_HSA_K562_C11orf30	ZNF316	0.011274296893199602
MM1_HSA_K562_C11orf30	MAFG	0.043318468627104235
MM1_HSA_K562_C11orf30	MAFF	0.010655434418682892
MM1_HSA_K562_C11orf30	MAFK	0.015663644302782137
MM1_HSA_K562_CBFA2T3	CBFA2T3	0.0017414067980598723
MM1_HSA_K562_CBFA2T3	TAL1	0.008364678251041889
MM1_HSA_K562_CBFA2T3	TCF12	0.001193274731961878
MM1_HSA_K562_CBFA2T3	GATA1	0.030521249684663333
MM1_HSA_K562_CBFA2T3	FOXM1	0.028347563515202
MM1_HSA_K562_CEBPB	CEBPB	0.0015778226021940054
MM1_HSA_K562_CEBPB	ATF4	0.0896266176122293
MM1_HSA_K562_CEBPB	ATF7	0.19047412267624353
MM1_HSA_K562_CEBPB	ATF3	0.17404948836737424
MM1_HSA_K562_CEBPB	JUND	0.12221260825038065
MM1_HSA_K562_CEBPD	CEBPD	0.10859517241744714
MM1_HSA_K562_CEBPD	CEBPB	0.17998855925005466
MM1_HSA_K562_CEBPD	ATF4	0.0880553372488445
MM1_HSA_K562_CEBPD	ATF3	0.14795349024064092
MM1_HSA_K562_CREB1	CREB1	0.0037677173660650523
MM1_HSA_K562_CREB1	ATF1	0.01140377938202354
MM1_HSA_K562_CREB1	ATF2	0.0017549346431318272
MM1_HSA_K562_CREB1	ATF7	0.003507832946467469
MM1_HSA_K562_CREB1	CREM	0.01327537041188574
MM1_HSA_K562_CREB3L1	CREB3L1	0.0019632156369798976
MM1_HSA_K562_CREB3L1	MNT	0.01736626640526967
MM1_HSA_K562_CREB3L1	MAX	0.026406250000000003
MM1_HSA_K562_CREB3L1	USF1	0.020200767013465997
MM1_HSA_K562_CREB3L1	MAZ	0.01963992529945103
MM1_HSA_K562_CREM	CREM	0.0062070268303598694
MM1_HSA_K562_CREM	CREB1	0.04811682986430664
MM1_HSA_K562_CREM	ATF2	0.0030707856365310084
MM1_HSA_K562_CREM	ATF7	6.429462517112295e-4
MM1_HSA_K562_CREM	ATF1	0.020223574708332786
MM1_HSA_K562_CTCF	CTCF	6.321056160645003e-4
MM1_HSA_K562_CTCF	CTCFL	0.004289520165805465
MM1_HSA_K562_CTCF	ARID2	0.0187934832396814
MM1_HSA_K562_CTCF	MAZ	0.016774640390376627
MM1_HSA_K562_CTCF	ARID3A	0.01829952973457019
MM1_HSA_K562_CTCFL	CTCFL	0.025039991598823363
MM1_HSA_K562_CTCFL	CTCF	0.031221635935632312
MM1_HSA_K562_CTCFL	MAZ	0.015701374631647315
MM1_HSA_K562_CTCFL	ZHX1	0.017313019390581722
MM1_HSA_K562_CTCFL	ARID2	0.017019666562532478
MM1_HSA_K562_E2F1	E2F1	3.0921459492888105e-4
MM1_HSA_K562_E2F1	E2F7	0.004947433518862091
MM1_HSA_K562_E2F1	MAZ	0.008368351957588204
MM1_HSA_K562_E2F1	GABPB1	0.008591305414857281
MM1_HSA_K562_E2F1	E4F1	0.003757409740090018
MM1_HSA_K562_E2F4	E2F4	0.0132067888902398
MM1_HSA_K562_E2F4	MAZ	0.050419595198003944
MM1_HSA_K562_E2F4	SP1	0.03420996100204904
MM1_HSA_K562_E2F4	VEZF1	0.02067277202011687
MM1_HSA_K562_E2F4	EGR1	0.009941294125648398
MM1_HSA_K562_E2F7	E2F7	0.01304792800300017
MM1_HSA_K562_E2F7	E2F1	0.020009851459170985
MM1_HSA_K562_E2F7	MAZ	0.0033776471253321276
MM1_HSA_K562_E2F7	NFYB	0.011628699344881338
MM1_HSA_K562_E2F8	GABPA	0.00400576830636116
MM1_HSA_K562_E2F8	ZNF75A	0.0028596757127741703
MM1_HSA_K562_E4F1	E4F1	0.018637278213477753
MM1_HSA_K562_E4F1	GABPB1	0.0408194042257668
MM1_HSA_K562_E4F1	ELF4	0.0418881058578907
MM1_HSA_K562_E4F1	ELF1	0.029956863519721016
MM1_HSA_K562_E4F1	GABPA	0.04450301496400287
MM1_HSA_K562_EGR1	EGR1	4.5467978281040774e-4
MM1_HSA_K562_EGR1	MAZ	0.055098052128372356
MM1_HSA_K562_EGR1	VEZF1	0.027633294395466888
MM1_HSA_K562_EGR1	E2F4	0.05581899045064941
MM1_HSA_K562_EGR1	KLF13	0.0985019087077522
MM1_HSA_K562_ELF1	ELF1	0.002187135153316991
MM1_HSA_K562_ELF1	E4F1	0.0037264935257882792
MM1_HSA_K562_ELF1	ELF4	0.022387838236309972
MM1_HSA_K562_ELF1	GABPB1	0.01876206888739011
MM1_HSA_K562_ELF1	GABPA	0.021239983063747823
MM1_HSA_K562_ELF4	ELF4	0.011541829404656295
MM1_HSA_K562_ELF4	E4F1	0.02770927603795399
MM1_HSA_K562_ELF4	ELF1	0.02169603827855887
MM1_HSA_K562_ELF4	GABPB1	0.0245165399385899
MM1_HSA_K562_ELF4	GABPA	0.02967729845752037
MM1_HSA_K562_ELK1	ELK1	0.003573960302457467
MM1_HSA_K562_ELK1	GABPA	0.003573960302457467
MM1_HSA_K562_ELK1	E4F1	0.0025729888678848985
MM1_HSA_K562_ELK1	ZNF75A	0.002875936669685239
MM1_HSA_K562_ESRRA	ESRRA	0.0016475803709224259
MM1_HSA_K562_ETV6	ETV6	0.002207176531678252
MM1_HSA_K562_ETV6	SPI1	0.012066302011206221
MM1_HSA_K562_ETV6	E4F1	0.09262959172877369
MM1_HSA_K562_ETV6	ELF4	0.10875371921303315
MM1_HSA_K562_FOS	FOS	0.041583296626861756
MM1_HSA_K562_FOS	JUND	0.07495905374367852
MM1_HSA_K562_FOS	FOSL1	0.02855040288101118
MM1_HSA_K562_FOS	JUN	0.03798624417809007
MM1_HSA_K562_FOS	DPF2	0.02363748015515482
MM1_HSA_K562_FOSL1	FOSL1	0.010656951142299375
MM1_HSA_K562_FOSL1	JUND	0.018241145681694895
MM1_HSA_K562_FOSL1	FOS	0.018298339809612662
MM1_HSA_K562_FOSL1	JUN	0.030409016483875746
MM1_HSA_K562_FOSL1	DPF2	0.014165778475718703
MM1_HSA_K562_FOXK2	FOXK2	2.250092749470463e-4
MM1_HSA_K562_FOXM1	GATA1	0.0088999644001424
MM1_HSA_K562_GABPA	GABPA	0.00627636706270113
MM1_HSA_K562_GABPA	GABPB1	0.0093387645078448
MM1_HSA_K562_GABPA	E4F1	0.03825232858227021
MM1_HSA_K562_GABPA	ZNF75A	0.021876362939467767
MM1_HSA_K562_GABPA	ELF1	0.04088523479937665
MM1_HSA_K562_GABPB1	GABPB1	0.009427731463768844
MM1_HSA_K562_GABPB1	GABPA	0.023208114232030484
MM1_HSA_K562_GABPB1	E4F1	0.048178178624964735
MM1_HSA_K562_GABPB1	ELF4	0.049569785271250943
MM1_HSA_K562_GABPB1	ELF1	0.045198288518487166
MM1_HSA_K562_GATA1	GATA1	0.006471799810152847
MM1_HSA_K562_GATA1	CBFA2T3	0.019469983775013522
MM1_HSA_K562_GATA1	TAL1	0.004691311690748733
MM1_HSA_K562_GATA1	TCF12	0.007561436672967863
MM1_HSA_K562_GATA1	FOXM1	0.0047562425683709865
MM1_HSA_K562_IRF1	IRF1	0.0023549300801153352
MM1_HSA_K562_IRF1	IRF2	0.007514805701316809
MM1_HSA_K562_IRF2	IRF2	0.002680136285529618
MM1_HSA_K562_IRF2	IRF1	0.007816603443157552
MM1_HSA_K562_IRF2	GABPB1	0.011061914691771582
MM1_HSA_K562_IRF2	E4F1	0.023911005855895635
MM1_HSA_K562_IRF2	SPI1	0.011012160118873144
MM1_HSA_K562_JUN	FOSL1	0.0016252417460123239
MM1_HSA_K562_JUN	DPF2	0.00799048285181813
MM1_HSA_K562_JUND	JUND	0.0068947195683444215
MM1_HSA_K562_JUND	FOS	0.013741724814416559
MM1_HSA_K562_JUND	FOSL1	0.004964674682563301
MM1_HSA_K562_JUND	JUN	0.01949692169643906
MM1_HSA_K562_JUND	DPF2	0.007720015296483151
MM1_HSA_K562_KLF13	KLF13	0.002132488980330822
MM1_HSA_K562_KLF13	MAZ	0.027415856199657303
MM1_HSA_K562_KLF13	EGR1	0.009437711712331797
MM1_HSA_K562_KLF13	E2F4	0.023483003385041747
MM1_HSA_K562_KLF13	SP1	0.026516620830627474
MM1_HSA_K562_MAFF	MAFF	0.012256685774050438
MM1_HSA_K562_MAFF	ZNF316	0.018778209391034296
MM1_HSA_K562_MAFF	MAFK	0.0067054942180183675
MM1_HSA_K562_MAFF	C11orf30	0.06034676869895569
MM1_HSA_K562_MAFF	MAFG	0.10306243403159393
