peak_id	comparison	SqDiff
MM1_HSA_HEK293_KLF10	KLF9	0.024192293142292202
MM1_HSA_HEK293_KLF10	SP3	0.04806899969275675
MM1_HSA_HEK293_KLF10	SP2	0.025422807915208765
MM1_HSA_HEK293_KLF10	KLF1	0.0023501637001807616
MM1_HSA_HEK293_KLF9	KLF9	0.01161806817842225
MM1_HSA_HEK293_KLF9	SP3	0.04684356891706598
MM1_HSA_HEK293_KLF9	SP2	0.027744866991093416
MM1_HSA_HEK293_KLF9	KLF1	0.001925064083963894
MM1_HSA_HEK293_KLF9	ZFHX2	0.0015393769125465544
MM1_HSA_HEK293_MAZ	MAZ	0.006050765701144934
MM1_HSA_HEK293_MAZ	SP2	0.03202112718074567
MM1_HSA_HEK293_MAZ	PATZ1	0.04798364395266605
MM1_HSA_HEK293_MAZ	ZFHX2	0.004864302777065211
MM1_HSA_HEK293_MAZ	SP3	0.046707968059923895
MM1_HSA_HEK293_MYNN	MYNN	2.2384504266624678e-4
MM1_HSA_HEK293_MZF1	MZF1	4.421247566870559e-4
MM1_HSA_HEK293_OSR2	OSR2	1.0687755219137455e-4
MM1_HSA_HEK293_PRDM1	PRDM1	6.15042245911121e-4
MM1_HSA_HEK293_PRDM1	ZNF366	0.027969662792522228
MM1_HSA_HEK293_PRDM1	ZNF596	0.018279460053162392
MM1_HSA_HEK293_PRDM4	PRDM4	4.2861724741219466e-5
MM1_HSA_HEK293_RBAK	RBAK	4.5712120490386607e-4
MM1_HSA_HEK293_REST	REST	5.588328606153927e-5
MM1_HSA_HEK293_REST	ZNF263	0.021062151366991758
MM1_HSA_HEK293_REST	ZFHX2	0.022535659740128784
MM1_HSA_HEK293_REST	CTCF	0.036318429313726024
MM1_HSA_HEK293_REST	ZNF654	0.039048443411971286
MM1_HSA_HEK293_SCRT1	SCRT1	0.020402299750743317
MM1_HSA_HEK293_SCRT1	SCRT2	0.02863204004465284
MM1_HSA_HEK293_SCRT2	SCRT2	0.001284540522763851
MM1_HSA_HEK293_SCRT2	SCRT1	0.010022780189204295
MM1_HSA_HEK293_SP2	SP2	0.00824867179192931
MM1_HSA_HEK293_SP2	SP3	0.02726098208612313
MM1_HSA_HEK293_SP2	MAZ	0.0043786834731449585
MM1_HSA_HEK293_SP2	KLF9	0.015447000957962302
MM1_HSA_HEK293_SP2	ZFHX2	0.0027992255494354735
MM1_HSA_HEK293_SP3	SP3	0.0019841304699802814
MM1_HSA_HEK293_SP3	SP2	0.0051393562797838275
MM1_HSA_HEK293_SP3	KLF9	0.0066384853134595495
MM1_HSA_HEK293_SP3	MAZ	0.0026896402170065578
MM1_HSA_HEK293_SP3	KLF1	0.0028086189731569215
MM1_HSA_HEK293_TCF7L2	TCF7L2	0.001004790573006239
MM1_HSA_HEK293_WT1	WT1	5.278465346031395e-4
MM1_HSA_HEK293_WT1	MAZ	0.0033617425909818503
MM1_HSA_HEK293_WT1	ZFHX2	0.0012758381910667577
MM1_HSA_HEK293_WT1	SP2	0.004065934687126696
MM1_HSA_HEK293_WT1	ZNF263	0.0012307855399535015
MM1_HSA_HEK293_YY1	YY1	0.007843988242433434
MM1_HSA_HEK293_YY1	YY2	0.01344894389104946
MM1_HSA_HEK293_YY1	SP3	0.005543182907986573
MM1_HSA_HEK293_YY1	SP2	0.005630412556819483
MM1_HSA_HEK293_YY1	MAZ	0.003953443860136693
MM1_HSA_HEK293_YY2	YY2	0.008269916869484355
MM1_HSA_HEK293_YY2	YY1	0.02614114769848895
MM1_HSA_HEK293_YY2	SP3	0.009544622640735714
MM1_HSA_HEK293_YY2	SP2	0.009304632149785457
MM1_HSA_HEK293_YY2	ZFHX2	0.005755434433263271
MM1_HSA_HEK293_ZBTB12	ZBTB12	0.002913346295332768
MM1_HSA_HEK293_ZBTB20	ZBTB20	1.32213851880313e-4
MM1_HSA_HEK293_ZBTB20	ZFHX2	0.00909768697774499
MM1_HSA_HEK293_ZBTB20	SP2	0.01204408606615263
MM1_HSA_HEK293_ZBTB20	MAZ	0.01271129595651719
MM1_HSA_HEK293_ZBTB20	EGR2	0.006191786314119197
MM1_HSA_HEK293_ZBTB21	ZBTB21	0.0025143753381912204
MM1_HSA_HEK293_ZBTB21	ZNF629	0.004146534053112925
MM1_HSA_HEK293_ZBTB21	ATF2	0.046056095012956245
MM1_HSA_HEK293_ZBTB21	ZFHX2	0.017194088685389308
MM1_HSA_HEK293_ZBTB21	WT1	0.03842438204230258
MM1_HSA_HEK293_ZBTB44	ZBTB44	2.1849074920409566e-4
MM1_HSA_HEK293_ZBTB6	ZBTB6	3.405574597825085e-4
MM1_HSA_HEK293_ZBTB6	SP2	0.02193836560436867
MM1_HSA_HEK293_ZBTB6	MAZ	0.023432539991735665
MM1_HSA_HEK293_ZBTB6	ZFHX2	0.01981599152398182
MM1_HSA_HEK293_ZBTB6	SP3	0.023197590445355135
MM1_HSA_HEK293_ZFHX2	ZFHX2	4.343188772732821e-4
MM1_HSA_HEK293_ZFHX2	EGR2	0.0010506748689442
MM1_HSA_HEK293_ZFHX2	KLF1	0.016521060998017287
MM1_HSA_HEK293_ZFHX2	SP2	0.06083932886492979
MM1_HSA_HEK293_ZFHX2	MAZ	0.05590539067944007
MM1_HSA_HEK293_ZFP3	ZFP3	7.903534661849607e-4
MM1_HSA_HEK293_ZFP69B	ZFP69B	0.01582324169105915
MM1_HSA_HEK293_ZFP69B	ZNF692	0.026723774757846375
MM1_HSA_HEK293_ZFP69B	ZFHX2	0.0390019037501931
MM1_HSA_HEK293_ZFP69B	PATZ1	0.032279314214121946
MM1_HSA_HEK293_ZFP69B	SP2	0.06525297553797936
MM1_HSA_HEK293_ZIC2	ZIC2	2.465958151643317e-4
MM1_HSA_HEK293_ZIC2	ZFHX2	0.027058464354211977
MM1_HSA_HEK293_ZIC2	EGR2	0.02665209663538329
MM1_HSA_HEK293_ZIC2	ZNF263	0.04110839210372546
MM1_HSA_HEK293_ZIC2	CTCF	0.14504789955071107
MM1_HSA_HEK293_ZNF10	ZNF10	2.1371934051291798e-4
MM1_HSA_HEK293_ZNF10	CTCF	0.09982261469457121
MM1_HSA_HEK293_ZNF121	ZNF121	1.9249743999393576e-4
MM1_HSA_HEK293_ZNF121	ZNF770	0.018332580501280556
MM1_HSA_HEK293_ZNF121	ZNF362	0.08833257960966001
MM1_HSA_HEK293_ZNF133	ZNF133	2.311854473327867e-5
MM1_HSA_HEK293_ZNF146	ZNF146	2.4342195287155546e-4
MM1_HSA_HEK293_ZNF146	ZNF580	0.019754015499523016
MM1_HSA_HEK293_ZNF146	ZNF280D	0.020258664083833137
MM1_HSA_HEK293_ZNF16	ZNF16	3.71517989125726e-4
MM1_HSA_HEK293_ZNF18	ZNF18	8.368330766551303e-4
MM1_HSA_HEK293_ZNF18	ZFHX2	0.06759532252198638
MM1_HSA_HEK293_ZNF18	EGR2	0.07877221807338837
MM1_HSA_HEK293_ZNF184	ZNF184	2.5664681876516734e-4
MM1_HSA_HEK293_ZNF189	ZNF189	0.0023368194563688845
MM1_HSA_HEK293_ZNF189	ZNF341	0.06821993409525337
MM1_HSA_HEK293_ZNF189	IKZF3	0.029520708280434467
MM1_HSA_HEK293_ZNF189	ZFHX2	0.03245829630527706
MM1_HSA_HEK293_ZNF2	ZNF2	0.015964583454590266
MM1_HSA_HEK293_ZNF2	ZNF654	0.036496836075942396
MM1_HSA_HEK293_ZNF2	CTCF	0.02338659212374773
MM1_HSA_HEK293_ZNF2	ZNF263	0.0029471174006888436
MM1_HSA_HEK293_ZNF2	ZFHX2	0.005926568830466393
MM1_HSA_HEK293_ZNF223	ZNF223	2.0643108326226452e-4
MM1_HSA_HEK293_ZNF23	ZNF23	5.36173638913405e-4
MM1_HSA_HEK293_ZNF239	ZNF239	1.8967193312702317e-4
MM1_HSA_HEK293_ZNF24	ZNF24	2.1994269915363057e-5
MM1_HSA_HEK293_ZNF263	ZNF263	3.8740739847222807e-4
MM1_HSA_HEK293_ZNF263	ZFHX2	0.014510430180372954
MM1_HSA_HEK293_ZNF263	EGR2	0.01212005641763512
MM1_HSA_HEK293_ZNF263	SP2	0.039594353461868965
MM1_HSA_HEK293_ZNF263	MAZ	0.03287783965804254
MM1_HSA_HEK293_ZNF280C	ZNF280C	0.00366885048010974
MM1_HSA_HEK293_ZNF280D	ZNF580	0.1968595041322314
MM1_HSA_HEK293_ZNF341	ZNF341	8.594336899277882e-4
MM1_HSA_HEK293_ZNF341	ZNF189	0.05274675342473745
MM1_HSA_HEK293_ZNF341	ZFHX2	0.008419934653095849
MM1_HSA_HEK293_ZNF341	ZNF263	0.009838009126543612
MM1_HSA_HEK293_ZNF341	SP2	0.05664155788310025
MM1_HSA_HEK293_ZNF362	ZNF362	1.1115773278717201e-4
MM1_HSA_HEK293_ZNF362	ZNF770	0.03682757643968091
MM1_HSA_HEK293_ZNF362	ZNF654	0.056266782423597735
MM1_HSA_HEK293_ZNF362	ZNF121	0.02260544592676696
MM1_HSA_HEK293_ZNF362	CTCF	0.05990941080094194
MM1_HSA_HEK293_ZNF423	ZNF423	4.425675878254088e-4
MM1_HSA_HEK293_ZNF423	ZIC2	0.021095749369311138
MM1_HSA_HEK293_ZNF423	WT1	0.016162653787005002
MM1_HSA_HEK293_ZNF423	PATZ1	0.006056617423977221
MM1_HSA_HEK293_ZNF423	MAZ	0.03184765541529025
MM1_HSA_HEK293_ZNF449	ZNF449	3.7718226511523374e-4
MM1_HSA_HEK293_ZNF449	ZFHX2	0.03503507386084587
MM1_HSA_HEK293_ZNF449	SP2	0.04156914169919043
MM1_HSA_HEK293_ZNF449	KLF1	0.039846983535583406
MM1_HSA_HEK293_ZNF449	MAZ	0.04259891759268405
MM1_HSA_HEK293_ZNF513	ZNF513	4.387751202010512e-4
MM1_HSA_HEK293_ZNF513	ZNF263	0.012713506248411333
MM1_HSA_HEK293_ZNF513	EGR2	0.021135573319282622
MM1_HSA_HEK293_ZNF513	ZFHX2	0.022748238275104225
MM1_HSA_HEK293_ZNF530	ZNF530	4.567795801719662e-4
MM1_HSA_HEK293_ZNF548	ZNF548	2.3970214475707165e-4
MM1_HSA_HEK293_ZNF549	ZNF549	2.5364262193363653e-4
MM1_HSA_HEK293_ZNF558	ZNF558	0.0037796179669784577
MM1_HSA_HEK293_ZNF580	ZNF580	0.11100659612029432
MM1_HSA_HEK293_ZNF580	ZNF146	0.22635765605257532
MM1_HSA_HEK293_ZNF580	ZNF280D	0.07268726590416026
MM1_HSA_HEK293_ZNF585B	ZNF585B	1.1076896939837328e-4
MM1_HSA_HEK293_ZNF596	ZNF596	3.4783357270325177e-4
MM1_HSA_HEK293_ZNF596	PRDM1	0.007293190336370266
MM1_HSA_HEK293_ZNF610	ZNF610	2.665872205405485e-4
MM1_HSA_HEK293_ZNF610	WT1	0.05816276400367309
MM1_HSA_HEK293_ZNF610	ZNF263	0.05900125327788701
MM1_HSA_HEK293_ZNF623	ZNF623	5.85140561151681e-5
MM1_HSA_HEK293_ZNF623	ZNF189	0.016652060612101775
MM1_HSA_HEK293_ZNF623	ZNF664	0.18496841511025444
MM1_HSA_HEK293_ZNF623	ZNF558	0.15058622627159396
MM1_HSA_HEK293_ZNF629	ZNF629	0.15684065503418154
MM1_HSA_HEK293_ZNF629	ATF2	0.20545042656959872
MM1_HSA_HEK293_ZNF629	ZBTB21	0.13498435766305958
MM1_HSA_HEK293_ZNF629	ZFHX2	0.039167505148375206
MM1_HSA_HEK293_ZNF629	WT1	0.05045384935560959
MM1_HSA_HEK293_ZNF654	ZNF654	0.003952437750865655
MM1_HSA_HEK293_ZNF654	CTCF	0.011864368300960689
MM1_HSA_HEK293_ZNF654	ZNF2	0.003868857202057669
MM1_HSA_HEK293_ZNF654	ZNF263	0.00265010515190972
MM1_HSA_HEK293_ZNF654	SCRT2	0.002474772878848806
MM1_HSA_HEK293_ZNF664	ZNF664	0.0016830026820036815
MM1_HSA_HEK293_ZNF677	ZNF677	6.384911602596525e-5
MM1_HSA_HEK293_ZNF680	ZNF680	1.5769816339616913e-4
MM1_HSA_HEK293_ZNF692	ZNF692	0.0030547167716760333
MM1_HSA_HEK293_ZNF692	ZFP69B	0.01039824265710987
MM1_HSA_HEK293_ZNF692	ZFHX2	0.03479292968882072
MM1_HSA_HEK293_ZNF692	SP2	0.043401685574349265
MM1_HSA_HEK293_ZNF692	MAZ	0.020191307067423232
MM1_HSA_HEK293_ZNF707	ZNF707	2.3393432829638426e-4
MM1_HSA_HEK293_ZNF768	ZNF768	1.3082470414201188e-4
MM1_HSA_HEK293_ZNF792	ZNF792	8.707904501855351e-4
MM1_HSA_HEK293_ZSCAN16	ZSCAN16	4.3979129261559303e-4
MM1_HSA_HEK293T_BHLHE40	BHLHE40	2.22426283032343e-4
MM1_HSA_HEK293T_CTCF	CTCF	1.43329473170881e-6
MM1_HSA_HEK293T_CTCF	PKNOX1	0.00909085694643781
MM1_HSA_HEK293T_CTCF	ELF4	0.01471860300595
MM1_HSA_HEK293T_PKNOX1	PKNOX1	1.2231457604166e-4
MM1_HSA_HEK293T_SP1	SP1	4.21156362506093e-5
MM1_HSA_HEK293T_ZFX	ZFX	2.6031039262158e-5
MM1_HSA_HeLa-S3_CEBPB	CEBPB	3.78849719901256e-4
MM1_HSA_HeLa-S3_CEBPB	JUN	0.212366348612953
MM1_HSA_HeLa-S3_CEBPB	JUND	0.256577146401478
MM1_HSA_HeLa-S3_CEBPB	FOS	0.286419254819515
MM1_HSA_HeLa-S3_CEBPB	TFAP2A	0.123837320055668
MM1_HSA_HeLa-S3_CTCF	CTCF	1.36981225559528e-4
MM1_HSA_HeLa-S3_CTCF	ZHX1	0.0301223105931719
MM1_HSA_HeLa-S3_CTCF	TFAP2C	0.0137818650954413
MM1_HSA_HeLa-S3_CTCF	TFAP2A	0.0111367446825904
MM1_HSA_HeLa-S3_CTCF	CEBPB	0.0063793738976093
MM1_HSA_HeLa-S3_E2F4	E2F4	1.10093669417508e-4
MM1_HSA_HeLa-S3_E2F4	E2F6	0.00242193963395889
MM1_HSA_HeLa-S3_E2F4	NFYA	0.00407906378148217
MM1_HSA_HeLa-S3_E2F4	NFYB	0.00358861991849773
MM1_HSA_HeLa-S3_E2F4	NRF1	0.00476232755958324
MM1_HSA_HeLa-S3_E2F6	E2F6	0.00526786539045449
MM1_HSA_HeLa-S3_E2F6	E2F4	0.0237986806391615
MM1_HSA_HeLa-S3_E2F6	GABPA	0.0401783721310906
MM1_HSA_HeLa-S3_E2F6	NRF1	0.0150926088642505
MM1_HSA_HeLa-S3_E2F6	ELK4	0.0346029397784085
MM1_HSA_HeLa-S3_ELK1	ELK1	0.00166490448080206
MM1_HSA_HeLa-S3_ELK1	GABPA	0.00540089969068827
MM1_HSA_HeLa-S3_ELK1	ELK4	0.00565638069226651
MM1_HSA_HeLa-S3_ELK1	NRF1	0.00333657122467555
MM1_HSA_HeLa-S3_ELK1	NFYA	0.00318293311264997
MM1_HSA_HeLa-S3_ELK4	ELK4	0.00315754553994306
MM1_HSA_HeLa-S3_ELK4	GABPA	0.00607563958046011
MM1_HSA_HeLa-S3_ELK4	ELK1	0.00641242733199541
MM1_HSA_HeLa-S3_ELK4	NRF1	0.0056525397385238
MM1_HSA_HeLa-S3_ELK4	NFYA	4.44639928635625e-4
MM1_HSA_HeLa-S3_FOS	FOS	0.0132155231485436
MM1_HSA_HeLa-S3_FOS	JUND	0.019923661829269
MM1_HSA_HeLa-S3_FOS	JUN	0.0114159535363476
MM1_HSA_HeLa-S3_FOS	CEBPB	0.00548796037204037
MM1_HSA_HeLa-S3_FOS	TFAP2A	0.00251061673372378
MM1_HSA_HeLa-S3_IRF3	IRF3	0.105055398849303
MM1_HSA_HeLa-S3_IRF3	NFYA	0.272934385152052
MM1_HSA_HeLa-S3_IRF3	NFYB	0.255892622444426
MM1_HSA_HeLa-S3_JUN	JUN	0.0506723832732662
MM1_HSA_HeLa-S3_JUN	JUND	0.0673562810755949
MM1_HSA_HeLa-S3_JUN	FOS	0.026322686415874
MM1_HSA_HeLa-S3_JUN	CEBPB	0.00374799517861822
MM1_HSA_HeLa-S3_JUN	NFE2L2	0.100868091766897
MM1_HSA_HeLa-S3_JUND	JUND	0.0217286657934228
MM1_HSA_HeLa-S3_JUND	JUN	0.0342631886445871
MM1_HSA_HeLa-S3_JUND	FOS	0.0236061787134049
MM1_HSA_HeLa-S3_JUND	CEBPB	0.0151384960989667
MM1_HSA_HeLa-S3_JUND	NFE2L2	0.0661631166487912
MM1_HSA_HeLa-S3_MAFF	MAFF	0.00241159024419227
MM1_HSA_HeLa-S3_MAFF	MAFK	0.00497614543229441
MM1_HSA_HeLa-S3_MAFF	NFE2L2	0.0496891199328293
MM1_HSA_HeLa-S3_MAFF	JUN	0.0609420078631462
MM1_HSA_HeLa-S3_MAFF	JUND	0.0629593840089903
MM1_HSA_HeLa-S3_MAFK	MAFK	0.0119767423115937
MM1_HSA_HeLa-S3_MAFK	MAFF	0.0159303277316805
MM1_HSA_HeLa-S3_MAFK	NFE2L2	0.0325720756414446
MM1_HSA_HeLa-S3_MAFK	JUN	0.0457527495551515
MM1_HSA_HeLa-S3_MAFK	JUND	0.0411564758886772
MM1_HSA_HeLa-S3_MAZ	MAZ	0.00334351427645888
MM1_HSA_HeLa-S3_MAZ	CTCF	0.0135208220659816
MM1_HSA_HeLa-S3_MAZ	NRF1	0.00372938639939397
MM1_HSA_HeLa-S3_MAZ	NFYA	0.00375801881945362
MM1_HSA_HeLa-S3_MAZ	GABPA	0.00387591030901301
MM1_HSA_HeLa-S3_MXI1	MXI1	3.63522571192051e-4
MM1_HSA_HeLa-S3_MXI1	MYC	0.00163198506718079
MM1_HSA_HeLa-S3_MXI1	USF2	0.00103860304000668
MM1_HSA_HeLa-S3_MXI1	JUND	0.00440971444407413
MM1_HSA_HeLa-S3_MXI1	JUN	0.0041050285190174
MM1_HSA_HeLa-S3_MYC	MYC	0.0067616744709281
MM1_HSA_HeLa-S3_MYC	MXI1	0.0413282226830204
MM1_HSA_HeLa-S3_MYC	USF2	0.00267206586032299
MM1_HSA_HeLa-S3_MYC	JUN	0.00504172450261089
MM1_HSA_HeLa-S3_MYC	JUND	0.00807401756171713
MM1_HSA_HeLa-S3_NFE2L2	NFE2L2	0.00136679809066547
MM1_HSA_HeLa-S3_NFE2L2	MAFF	0.0208478020381398
MM1_HSA_HeLa-S3_NFE2L2	JUN	0.086414201397212
MM1_HSA_HeLa-S3_NFE2L2	JUND	0.105509687591844
MM1_HSA_HeLa-S3_NFE2L2	FOS	0.0612771208252007
MM1_HSA_HeLa-S3_NFYA	NFYA	0.00107892446357471
MM1_HSA_HeLa-S3_NFYA	NFYB	0.00167323877594373
MM1_HSA_HeLa-S3_NFYA	IRF3	0.014970547649681
MM1_HSA_HeLa-S3_NFYA	USF2	0.00319231599016738
MM1_HSA_HeLa-S3_NFYA	GABPA	0.00745245420831947
MM1_HSA_HeLa-S3_NFYB	NFYB	0.0788499913583216
MM1_HSA_HeLa-S3_NFYB	NFYA	0.140092405277229
MM1_HSA_HeLa-S3_NFYB	IRF3	0.0611200788616382
MM1_HSA_HeLa-S3_NFYB	USF2	0.0175872036064808
MM1_HSA_HeLa-S3_NFYB	GABPA	0.0348314352117015
MM1_HSA_HeLa-S3_NR2C2	NR2C2	0.0014207661391329
MM1_HSA_HeLa-S3_PRDM1	PRDM1	5.83045433514824e-4
MM1_HSA_HeLa-S3_REST	REST	1.00662896735195e-4
MM1_HSA_HeLa-S3_REST	CTCF	0.0468512877420659
MM1_HSA_HeLa-S3_RFX5	RFX5	7.18553123321004e-5
MM1_HSA_HeLa-S3_RFX5	NFYA	0.0156306372843561
MM1_HSA_HeLa-S3_TAF1	TAF1	4.03137922651927e-5
MM1_HSA_HeLa-S3_TAF1	GABPA	0.0042617263513811
MM1_HSA_HeLa-S3_TAF1	ELK4	0.00424779330497055
MM1_HSA_HeLa-S3_TAF1	ELK1	0.00449567681038153
MM1_HSA_HeLa-S3_TAF1	NFYA	0.00133479595316562
MM1_HSA_HeLa-S3_TCF7L2	TCF7L2	2.45096372701173e-4
MM1_HSA_HeLa-S3_TFAP2A	TFAP2A	0.00473388940637389
MM1_HSA_HeLa-S3_TFAP2A	TFAP2C	0.0080291989129336
MM1_HSA_HeLa-S3_TFAP2A	JUN	0.0104156480086527
MM1_HSA_HeLa-S3_TFAP2A	FOS	0.0129097323773218
MM1_HSA_HeLa-S3_TFAP2A	JUND	0.0100461903278767
MM1_HSA_HeLa-S3_TFAP2C	TFAP2C	0.00170921248539884
MM1_HSA_HeLa-S3_TFAP2C	TFAP2A	0.00321965560591672
MM1_HSA_HeLa-S3_TFAP2C	JUN	0.00987199831139317
MM1_HSA_HeLa-S3_TFAP2C	FOS	0.00915184858991123
MM1_HSA_HeLa-S3_TFAP2C	JUND	0.0113293552071708
MM1_HSA_HeLa-S3_USF2	USF2	7.21614372780827e-5
MM1_HSA_HeLa-S3_USF2	JUN	0.0219749949505823
MM1_HSA_HeLa-S3_USF2	JUND	0.02199570906179
MM1_HSA_HeLa-S3_USF2	FOS	0.0252876229289627
MM1_HSA_HeLa-S3_USF2	NFYA	0.0220438449837772
MM1_HSA_HeLa-S3_ZFP36	ZFP36	2.71785226058652e-4
MM1_HSA_HeLa-S3_ZHX1	ZHX1	0.012060731415672
MM1_HSA_HeLa-S3_ZHX1	CTCF	0.0248382568592053
MM1_HSA_HeLa-S3_ZHX1	ELK4	0.0081648532297072
MM1_HSA_HeLa-S3_ZHX1	MAZ	0.0201380100403296
MM1_HSA_HeLa-S3_ZHX1	NRF1	0.017170035671819298
MM1_HSA_HeLa-S3_ZKSCAN1	ZKSCAN1	4.1901117827218e-4
MM1_HSA_HeLa-S3_ZNF143	ZNF143	4.71577554728928e-5
MM1_HSA_HeLa-S3_ZNF143	USF2	0.0109382130337029
MM1_HSA_HeLa-S3_ZNF143	GABPA	0.0167557330882518
MM1_HSA_HeLa-S3_ZNF143	NFYA	0.00258780139655106
MM1_HSA_HeLa-S3_ZNF143	NFYB	0.0038324165253625
MM1_HSA_HepG2_ARID3A	ARID3A	0.030970933410922104
MM1_HSA_HepG2_ARID3A	CTCF	0.007869406867845995
MM1_HSA_HepG2_ARID3A	FOXA3	0.006887207694695514
MM1_HSA_HepG2_ARID3A	SOX5	0.005230743800775611
MM1_HSA_HepG2_ARID3A	BCL6	0.012446976051826184
MM1_HSA_HepG2_ATF1	ATF1	0.00470972702806613
MM1_HSA_HepG2_ATF1	CREB1	0.00470972702806613
MM1_HSA_HepG2_ATF1	CREM	0.0032763096736160703
MM1_HSA_HepG2_ATF1	ATF7	0.003149729279466889
MM1_HSA_HepG2_ATF1	ATF2	0.0033435142764588833
MM1_HSA_HepG2_ATF2	ATF2	0.006127313108955308
MM1_HSA_HepG2_ATF2	ATF7	0.008287693940051893
MM1_HSA_HepG2_ATF2	JUND	0.006547213325139213
MM1_HSA_HepG2_ATF2	JUN	0.030912934999265906
MM1_HSA_HepG2_ATF2	CREB1	0.05297613488065398
MM1_HSA_HepG2_ATF3	BHLHE40	0.014237895539870602
MM1_HSA_HepG2_ATF3	SP5	0.0032760857934603085
MM1_HSA_HepG2_ATF4	ATF4	0.03484565382347802
MM1_HSA_HepG2_ATF4	CEBPB	0.03763463770586277
MM1_HSA_HepG2_ATF4	CEBPA	0.05277648287674646
MM1_HSA_HepG2_ATF7	ATF7	0.027216700556834127
MM1_HSA_HepG2_ATF7	ATF2	0.03814424352064892
MM1_HSA_HepG2_ATF7	JUND	0.013041340778436892
MM1_HSA_HepG2_ATF7	JUN	0.04612196694558708
MM1_HSA_HepG2_ATF7	CEBPB	0.017448143734497327
MM1_HSA_HepG2_BACH1	BACH1	0.012667637729830096
MM1_HSA_HepG2_BACH1	NFE2L2	0.023627367665816325
MM1_HSA_HepG2_BACH1	MAFK	0.014824278972133181
MM1_HSA_HepG2_BACH1	MAFF	0.007991159067736928
MM1_HSA_HepG2_BACH1	FOSL2	0.04323816299189022
MM1_HSA_HepG2_BCL6	BCL6	0.018313913207177058
MM1_HSA_HepG2_BCL6	FOXA3	0.04871711626651254
MM1_HSA_HepG2_BCL6	HMG20A	0.020935593642119634
MM1_HSA_HepG2_BCL6	SOX5	0.01239808640585797
MM1_HSA_HepG2_BCL6	FOXA2	0.01531990182386161
MM1_HSA_HepG2_BHLHE40	BHLHE40	0.005262008468610649
MM1_HSA_HepG2_BHLHE40	USF1	0.018820672127433876
MM1_HSA_HepG2_BHLHE40	USF2	0.035177905537803394
MM1_HSA_HepG2_BHLHE40	ATF3	0.06751524584198428
MM1_HSA_HepG2_BHLHE40	MAX	0.03669811097129316
MM1_HSA_HepG2_CEBPA	CEBPA	0.0030145191862693916
MM1_HSA_HepG2_CEBPA	CEBPB	0.012147855630879887
MM1_HSA_HepG2_CEBPA	CEBPG	0.021743258366318085
MM1_HSA_HepG2_CEBPA	CEBPD	0.06589656256399866
MM1_HSA_HepG2_CEBPA	HLF	0.05320362131062622
MM1_HSA_HepG2_CEBPB	CEBPB	0.0018553850459749003
MM1_HSA_HepG2_CEBPB	CEBPA	0.003403926105898128
MM1_HSA_HepG2_CEBPB	CEBPG	0.0021763405642266664
MM1_HSA_HepG2_CEBPB	CEBPD	0.07566171538650988
MM1_HSA_HepG2_CEBPB	HLF	0.02173326225516816
MM1_HSA_HepG2_CEBPD	CEBPD	0.009772571750593729
MM1_HSA_HepG2_CEBPD	CEBPB	0.01507325127712545
MM1_HSA_HepG2_CEBPD	CEBPA	0.0668570036268987
MM1_HSA_HepG2_CEBPD	CEBPG	0.011684010671789775
MM1_HSA_HepG2_CEBPD	HLF	0.04981375452401358
MM1_HSA_HepG2_CEBPG	CEBPG	0.048541848328103196
MM1_HSA_HepG2_CEBPG	CEBPA	0.06545035088930626
MM1_HSA_HepG2_CEBPG	CEBPB	0.008449170763592568
MM1_HSA_HepG2_CEBPG	HLF	0.10957423973000494
MM1_HSA_HepG2_CEBPG	CEBPD	0.03458818732204056
MM1_HSA_HepG2_CREB1	CREB1	3.527536002516255e-4
MM1_HSA_HepG2_CREB1	ATF7	0.0016134579676177559
MM1_HSA_HepG2_CREB1	ATF2	0.0019020119971179291
MM1_HSA_HepG2_CREB1	CREM	0.02027229400497627
MM1_HSA_HepG2_CREB1	SP5	0.009355386666877592
MM1_HSA_HepG2_CREM	CREM	2.814905295737027e-4
MM1_HSA_HepG2_CREM	CREB1	5.227837852541443e-4
MM1_HSA_HepG2_CREM	GMEB2	0.007243096423721141
MM1_HSA_HepG2_CREM	ATF7	0.006103515625
MM1_HSA_HepG2_CREM	ATF2	0.006379569047351713
MM1_HSA_HepG2_CTCF	CTCF	1.822075946588992e-4
MM1_HSA_HepG2_CTCF	ARID3A	0.03269414968749342
MM1_HSA_HepG2_CTCF	ELF3	0.007528469434408331
MM1_HSA_HepG2_CTCF	SP5	0.008174656022718566
MM1_HSA_HepG2_CTCF	FOXA3	0.002313801141003305
MM1_HSA_HepG2_CUX1	CUX1	4.122698171414492e-4
MM1_HSA_HepG2_CUX1	FOXA3	0.009740691901363495
MM1_HSA_HepG2_CUX1	BCL6	0.01733842779197902
MM1_HSA_HepG2_CUX1	HNF4A	0.020908066757943215
MM1_HSA_HepG2_ELF1	ELF1	0.003730291715723185
MM1_HSA_HepG2_ELF1	ELF3	0.10668026175997922
MM1_HSA_HepG2_ELF1	ETV4	0.0531109916376661
MM1_HSA_HepG2_ELF1	GABPA	0.0272486581695274
MM1_HSA_HepG2_ELF1	SP5	0.026696333500715052
MM1_HSA_HepG2_ELF3	ELF3	0.0010569427929713344
MM1_HSA_HepG2_ETV4	ETV4	0.006063393220489484
MM1_HSA_HepG2_ETV4	ELF1	0.016667544493868775
MM1_HSA_HepG2_ETV4	ELF3	0.06332458217617776
